#OTU_IDs	16S_rRNA_Count
3002935	1.0
4460263	8.0
2818392	1.0
199630	2.0
2358857	1.0
190711	1.0
294323	3.0
294324	6.0
4354874	2.0
4354870	5.0
90774	2.0
4315315	3.0
3879144	2.0
1988265	3.0
4315319	5.0
272142	3.0
4351345	2.0
186052	4.0
186053	3.0
186057	4.0
1106858	2.0
137007	2.0
1106851	2.0
137005	2.0
136758	3.0
136759	2.0
3392963	3.0
3392964	3.0
3392967	1.0
136753	12.0
136755	6.0
143597	1.0
143595	2.0
143598	2.0
216403	3.0
4296271	3.0
4296270	3.0
4296272	3.0
967275	3.0
565413	2.0
193873	4.0
565419	2.0
668	3.0
109358	4.0
751799	3.0
560165	3.0
3319304	4.0
194710	3.0
194712	1.0
288119	3.0
4442921	2.0
191273	1.0
3581696	2.0
4480019	4.0
201868	1.0
297402	3.0
1965557	2.0
992439	2.0
4477364	8.0
4453657	3.0
571810	1.0
4453651	2.0
4297586	3.0
4297587	2.0
794901	3.0
358115	2.0
711843	6.0
309912	4.0
309916	1.0
309917	2.0
3500522	10.0
699879	2.0
3701446	3.0
299851	7.0
4430621	5.0
4430624	3.0
4430625	3.0
4430627	2.0
4430628	2.0
4430629	2.0
208120	3.0
208127	3.0
227512	3.0
1055600	3.0
283629	2.0
23782	6.0
562141	3.0
562142	3.0
562144	4.0
270733	1.0
224851	3.0
332803	4.0
332800	4.0
332801	5.0
332805	4.0
509149	5.0
509144	3.0
18084	1.0
2245426	1.0
203665	3.0
592087	4.0
1110021	3.0
592080	2.0
1110025	3.0
36097	2.0
4304623	4.0
4431572	3.0
85594	5.0
4407228	11.0
295804	1.0
3889461	4.0
174368	3.0
3889465	2.0
3954604	2.0
4396811	1.0
583730	2.0
583735	2.0
583738	2.0
71326	3.0
4352089	2.0
327350	2.0
159819	1.0
820908	8.0
650699	5.0
1111373	2.0
820901	2.0
2454364	10.0
1117799	3.0
808992	3.0
951488	5.0
3202485	1.0
940662	2.0
271079	2.0
4411862	10.0
4411867	9.0
38692	2.0
182882	1.0
4316436	1.0
3259606	1.0
814106	2.0
189151	2.0
255085	2.0
4336863	2.0
4336865	3.0
4336869	5.0
631059	2.0
522107	1.0
4439113	4.0
341752	4.0
525657	2.0
326326	5.0
326324	11.0
3998252	5.0
495788	5.0
326328	5.0
4468197	3.0
1542256	1.0
4468199	2.0
550989	2.0
314914	6.0
314915	5.0
3026774	2.0
590015	4.0
590011	2.0
199065	1.0
4475758	5.0
284851	2.0
684017	5.0
2338105	4.0
684018	9.0
170405	5.0
3354907	2.0
276312	3.0
244729	2.0
305177	4.0
311244	3.0
689563	5.0
193660	2.0
615353	4.0
154764	2.0
154762	1.0
305057	3.0
305056	2.0
305054	2.0
4446120	4.0
305059	3.0
3442287	2.0
274934	2.0
12186	1.0
12184	1.0
236433	3.0
4312143	2.0
249626	7.0
4189075	3.0
633506	1.0
277046	2.0
277047	2.0
277041	5.0
4378059	1.0
4378056	2.0
10702	2.0
558531	1.0
310111	4.0
310112	4.0
1138049	2.0
1130212	2.0
741132	2.0
741139	10.0
742444	3.0
4348460	2.0
3154121	4.0
3154123	2.0
179213	1.0
4348469	2.0
79153	1.0
4339922	1.0
237745	9.0
237741	1.0
665808	1.0
875224	4.0
522977	2.0
4308709	8.0
544014	2.0
14917	2.0
630942	2.0
349145	4.0
4318935	1.0
510946	1.0
510949	2.0
1139797	1.0
2400117	2.0
1139798	9.0
264802	3.0
264808	3.0
264809	2.0
766846	2.0
732929	2.0
192563	4.0
40837	3.0
40838	3.0
40839	3.0
4366522	3.0
4328544	1.0
269985	5.0
258204	3.0
111093	8.0
351280	3.0
111098	3.0
4356491	4.0
4361547	3.0
203705	2.0
746212	3.0
280369	6.0
1141770	4.0
543740	2.0
4478591	1.0
540216	4.0
548026	2.0
829837	6.0
548021	3.0
312530	1.0
312531	5.0
305803	3.0
305808	2.0
305809	2.0
1111890	2.0
356083	1.0
115150	4.0
3580899	2.0
258366	3.0
258367	3.0
831641	2.0
258362	2.0
115158	3.0
282476	1.0
220753	3.0
2346694	2.0
572561	2.0
4482891	3.0
110227	3.0
4317879	2.0
467605	2.0
4317873	1.0
4317875	3.0
4317874	2.0
544827	2.0
544824	7.0
357423	3.0
312476	3.0
210018	3.0
348304	5.0
533440	5.0
297738	4.0
4459708	3.0
297733	1.0
297730	4.0
259015	5.0
259012	3.0
113760	2.0
809731	5.0
809730	3.0
845577	4.0
210107	3.0
193749	1.0
193742	4.0
97361	2.0
193744	1.0
2650	1.0
564243	3.0
231849	2.0
220887	3.0
23566	1.0
1022659	2.0
542345	4.0
1670717	3.0
107690	10.0
4126653	2.0
4482778	3.0
537599	2.0
537598	2.0
679256	3.0
810040	2.0
223474	2.0
3944367	2.0
810049	3.0
294289	2.0
4480842	4.0
1118978	6.0
112186	4.0
62679	4.0
800619	2.0
168254	7.0
1862312	1.0
106089	2.0
1862310	3.0
62670	3.0
2426359	2.0
567572	4.0
31249	1.0
793380	1.0
1684054	1.0
521158	2.0
339624	4.0
4306934	3.0
339622	3.0
4306936	3.0
434336	4.0
434339	3.0
1139732	4.0
509364	2.0
511549	2.0
1056577	3.0
511542	3.0
109499	4.0
4394926	7.0
4394922	3.0
109491	4.0
109496	4.0
110470	4.0
1684058	2.0
4374315	3.0
1023191	4.0
326048	3.0
2740953	6.0
2740950	6.0
105876	3.0
885126	9.0
4436112	1.0
4436113	3.0
4437649	4.0
4437648	2.0
959701	4.0
4437642	7.0
144314	1.0
2213383	2.0
4413917	4.0
4413916	2.0
4413919	2.0
1112364	8.0
511414	3.0
590783	2.0
590781	1.0
590780	4.0
110938	3.0
423795	5.0
4271076	3.0
610415	2.0
4374311	5.0
610418	4.0
334707	3.0
334705	4.0
511412	2.0
334701	4.0
3769005	2.0
515731	3.0
276889	3.0
850577	2.0
4389841	3.0
4389840	3.0
514063	7.0
514061	2.0
605715	2.0
3483979	2.0
686128	4.0
558089	2.0
4384945	2.0
558085	2.0
558081	9.0
1017941	1.0
1131019	1.0
619590	2.0
538106	3.0
1131014	2.0
592121	1.0
126	2.0
127	2.0
592129	1.0
4334725	2.0
589605	1.0
579227	2.0
140946	4.0
308321	8.0
1124156	3.0
248079	2.0
753285	2.0
184050	6.0
1087556	4.0
655364	2.0
3509162	3.0
3509164	8.0
3509168	5.0
2822804	3.0
4469120	3.0
316436	1.0
316433	2.0
316432	4.0
985116	3.0
4196744	1.0
4196746	3.0
4196748	2.0
552812	2.0
291838	4.0
836539	3.0
836538	3.0
314493	2.0
14283	7.0
14280	7.0
14281	7.0
14286	7.0
363232	1.0
14284	7.0
14285	7.0
4438166	4.0
14288	7.0
14289	7.0
1143148	1.0
4409280	4.0
3357276	4.0
557368	9.0
557369	5.0
557361	1.0
663500	5.0
287823	3.0
4330726	5.0
696860	2.0
287826	4.0
876256	3.0
4451361	2.0
954381	9.0
744941	4.0
239893	2.0
239890	1.0
4377823	2.0
313142	4.0
2464900	2.0
313144	1.0
4418260	2.0
4418266	5.0
4418264	3.0
4418269	2.0
3256826	3.0
3256823	2.0
656043	4.0
320892	4.0
692244	5.0
692246	1.0
866836	3.0
556017	2.0
556010	3.0
686972	1.0
234716	1.0
747417	2.0
4325659	3.0
4397797	4.0
4325657	3.0
4325655	5.0
4479959	8.0
43089	3.0
623603	2.0
201597	2.0
201596	2.0
4479952	2.0
4479957	3.0
180637	4.0
3758679	5.0
4341229	6.0
4341228	4.0
112819	5.0
215317	3.0
64661	2.0
336977	3.0
2421587	4.0
807860	4.0
4335555	5.0
4318470	5.0
4335557	2.0
311163	4.0
311160	4.0
4423920	3.0
279516	4.0
279515	2.0
292103	3.0
191476	1.0
4446916	6.0
4288419	1.0
546334	2.0
4460230	2.0
1125000	3.0
546332	3.0
546338	1.0
1132539	3.0
1132535	2.0
1132537	2.0
2376926	7.0
574904	2.0
4292499	1.0
1657451	2.0
4319981	3.0
4319984	8.0
212836	4.0
4451251	1.0
349361	1.0
349365	4.0
824064	3.0
349369	3.0
2248445	3.0
2248440	3.0
189755	6.0
1129804	3.0
617196	1.0
131028	6.0
1040827	2.0
68416	4.0
4447072	5.0
4447071	2.0
238828	3.0
4463767	2.0
4463769	2.0
1767034	2.0
3150256	4.0
565027	3.0
3150250	3.0
565028	3.0
3567274	2.0
543466	3.0
543467	1.0
543469	3.0
570107	3.0
570102	2.0
570100	2.0
4406523	3.0
4406521	5.0
931045	2.0
143140	1.0
143142	1.0
175099	5.0
252609	3.0
991377	5.0
40972	2.0
216031	3.0
330279	3.0
4477796	5.0
330270	2.0
2494383	4.0
3868285	3.0
351128	3.0
351126	4.0
3604769	2.0
209606	5.0
351120	2.0
1030519	2.0
161605	2.0
178114	3.0
178117	1.0
356030	3.0
265604	10.0
815898	2.0
356639	4.0
356632	4.0
1634029	2.0
2313705	2.0
27191	2.0
4405879	4.0
769830	2.0
554828	2.0
992806	3.0
221361	7.0
174320	3.0
32231	3.0
1147143	2.0
149939	10.0
389067	5.0
541954	2.0
149936	4.0
728700	1.0
350297	4.0
350295	4.0
3263450	2.0
1903622	2.0
630901	2.0
4450181	2.0
204144	3.0
2667189	10.0
846164	1.0
2728359	3.0
165606	2.0
79936	7.0
138026	3.0
3265889	4.0
2194048	2.0
99845	3.0
544780	4.0
544781	4.0
1127950	2.0
806148	2.0
1127955	1.0
4334258	3.0
806143	7.0
806142	1.0
806145	2.0
678402	5.0
4340866	1.0
4340867	2.0
670656	2.0
113170	1.0
36441	8.0
1113753	3.0
817635	4.0
817634	2.0
2892743	4.0
809675	2.0
553081	1.0
517244	3.0
3431050	3.0
3387754	1.0
347976	4.0
562534	2.0
1785537	2.0
800795	5.0
2910378	2.0
335984	5.0
335980	1.0
335981	1.0
3127555	5.0
566541	1.0
351916	5.0
4349553	2.0
4349557	5.0
294922	4.0
841246	2.0
682480	5.0
2519547	2.0
810365	2.0
810363	2.0
810360	2.0
520163	2.0
658384	2.0
4358602	5.0
4237152	1.0
904563	1.0
1054236	12.0
339180	1.0
1117319	5.0
271404	1.0
271406	3.0
220870	6.0
516198	3.0
333759	5.0
3085831	2.0
333753	4.0
344288	4.0
275236	7.0
275235	3.0
726730	1.0
344282	4.0
610999	4.0
136597	3.0
136598	3.0
239708	3.0
724398	6.0
1740499	5.0
2553032	2.0
725048	6.0
263200	2.0
263203	4.0
263248	2.0
232828	2.0
642788	4.0
361702	1.0
4412967	2.0
4412965	5.0
272170	3.0
4453099	2.0
234088	10.0
103719	5.0
751551	2.0
1122473	2.0
1122474	6.0
750031	3.0
751555	5.0
4397708	5.0
1122478	2.0
750601	4.0
1121926	3.0
953050	3.0
815284	4.0
590426	3.0
590425	3.0
4308617	2.0
4308615	2.0
4396045	3.0
4308612	2.0
815879	2.0
4396040	2.0
277667	2.0
4419081	3.0
819002	2.0
559652	4.0
559650	4.0
559651	4.0
559657	3.0
559654	2.0
559659	4.0
1123527	10.0
351533	5.0
4428714	2.0
3477034	2.0
112292	2.0
744885	1.0
989109	3.0
4369064	3.0
313890	4.0
313898	4.0
391326	5.0
4337738	3.0
4337734	5.0
362426	6.0
277497	3.0
546036	3.0
277499	1.0
865086	4.0
654712	2.0
690515	3.0
186478	4.0
4413033	3.0
194374	3.0
133687	4.0
3476786	2.0
868337	4.0
3512738	2.0
4348098	2.0
186470	1.0
138500	7.0
860105	2.0
621952	4.0
138505	4.0
164402	2.0
315648	1.0
164404	2.0
216375	1.0
1041062	1.0
4446238	1.0
4000475	2.0
1844217	2.0
1065388	2.0
554773	2.0
818169	2.0
554775	3.0
573924	2.0
818161	3.0
818162	2.0
232030	6.0
1007985	2.0
753560	7.0
44257	3.0
44251	3.0
753567	1.0
3160509	7.0
709664	2.0
4447237	3.0
280661	7.0
826110	3.0
704166	4.0
129424	2.0
4435186	4.0
638661	4.0
137850	12.0
314513	2.0
29805	2.0
382625	5.0
630731	1.0
382628	3.0
4445768	3.0
4363651	2.0
4445765	2.0
136377	2.0
687940	6.0
178465	3.0
178461	3.0
178462	1.0
842848	2.0
842845	4.0
283319	2.0
205607	4.0
1760821	1.0
95974	1.0
217276	2.0
577358	1.0
610383	2.0
576400	4.0
4339760	7.0
4339767	2.0
4339765	1.0
4395629	5.0
4339769	3.0
1112650	5.0
569286	4.0
880953	3.0
4319668	3.0
4319661	5.0
1550025	3.0
213225	2.0
533540	5.0
81510	2.0
257254	2.0
81512	1.0
699666	3.0
4325753	3.0
201415	1.0
201418	2.0
11299	5.0
4441513	3.0
4441510	3.0
4441511	6.0
11296	5.0
4441514	3.0
4441515	4.0
3761169	6.0
4437935	3.0
146492	3.0
348751	3.0
4437938	3.0
4419222	3.0
573157	9.0
832275	2.0
824189	2.0
210554	3.0
4314959	2.0
308197	2.0
4314954	12.0
4314957	2.0
4314950	3.0
210559	8.0
4460376	2.0
42498	3.0
239758	2.0
821602	1.0
821609	2.0
821608	3.0
4400889	2.0
1092831	2.0
278269	4.0
278263	2.0
6749	3.0
3675508	2.0
196652	6.0
196656	1.0
4209529	2.0
444025	2.0
223820	2.0
142173	3.0
4031423	3.0
142170	3.0
291994	5.0
291996	3.0
571176	2.0
211684	2.0
829433	3.0
3261569	2.0
829438	2.0
682244	2.0
331465	1.0
331468	2.0
260928	5.0
307874	4.0
307872	2.0
1008689	7.0
149475	2.0
719400	3.0
2881934	2.0
1090290	4.0
2342005	7.0
1107039	2.0
750642	2.0
1107031	2.0
187099	3.0
271476	1.0
24546	1.0
2083562	2.0
1671849	3.0
4317631	5.0
1088265	3.0
4399988	3.0
672109	4.0
175754	1.0
115005	5.0
175751	4.0
175753	4.0
175758	3.0
3314173	6.0
774016	2.0
774012	2.0
148980	4.0
4343960	1.0
1144593	3.0
148987	1.0
148988	6.0
330333	4.0
189936	8.0
2978659	3.0
2064211	2.0
267153	3.0
110565	1.0
110563	5.0
4331167	7.0
750197	1.0
4298702	4.0
4298707	7.0
1106349	3.0
1106345	1.0
612438	5.0
4298708	4.0
815912	2.0
815913	4.0
2058154	2.0
73679	3.0
3937306	2.0
3937304	3.0
336298	6.0
4102516	1.0
4388285	3.0
262063	2.0
262060	4.0
593154	1.0
56444	5.0
4335402	3.0
298036	4.0
807174	2.0
807173	2.0
106808	1.0
298995	4.0
580417	2.0
580414	2.0
1808430	2.0
580411	4.0
4291622	2.0
537992	3.0
2191823	2.0
104742	3.0
104740	4.0
104747	3.0
527873	2.0
308932	5.0
3124103	1.0
605324	3.0
346941	3.0
346943	1.0
2775220	3.0
346945	4.0
565993	4.0
4384516	5.0
4456435	3.0
342383	4.0
317719	2.0
4456433	2.0
317715	2.0
317714	2.0
4358755	3.0
1115906	6.0
4394763	1.0
564400	1.0
138071	4.0
36764	3.0
199374	4.0
265308	2.0
555664	2.0
224604	2.0
528290	7.0
265301	1.0
441934	4.0
294040	3.0
294045	3.0
4449897	4.0
133334	4.0
133336	4.0
4425526	4.0
342449	2.0
2377761	2.0
2303416	3.0
274424	3.0
343030	4.0
225404	2.0
225406	1.0
225408	4.0
316042	4.0
343038	3.0
316044	2.0
4413713	1.0
4351060	2.0
4413717	2.0
4413716	1.0
4413715	1.0
4413714	1.0
691565	2.0
4413719	2.0
4413718	2.0
198426	1.0
727747	1.0
198423	1.0
198420	1.0
2896033	2.0
202281	3.0
1740518	3.0
295312	3.0
4381031	3.0
911016	3.0
1123264	5.0
1123260	2.0
234329	2.0
511782	3.0
747864	5.0
4304911	8.0
527968	1.0
3825765	1.0
224759	2.0
270765	4.0
224753	2.0
3362232	3.0
589892	2.0
47228	2.0
281593	2.0
1111565	1.0
183619	5.0
281597	4.0
3985360	6.0
822496	2.0
4464602	2.0
4464605	2.0
641818	1.0
406247	3.0
1065314	4.0
279948	6.0
1065319	3.0
4368273	1.0
4368272	1.0
4368271	3.0
4368275	2.0
988172	3.0
2867525	1.0
553766	2.0
3573051	5.0
289925	5.0
553768	9.0
2867528	2.0
1127021	2.0
1583749	3.0
1583748	3.0
1583747	2.0
1583745	1.0
693144	1.0
164308	3.0
2406847	1.0
4437483	2.0
2429421	10.0
933944	2.0
234053	3.0
4344607	1.0
13844	5.0
652441	1.0
4288025	4.0
652444	4.0
42308	2.0
246587	3.0
4460604	3.0
4460602	3.0
833140	2.0
4457676	3.0
7229	6.0
936578	1.0
654696	4.0
4482773	3.0
624851	12.0
4443632	1.0
4448012	4.0
861604	2.0
339963	2.0
701596	2.0
309147	1.0
255722	1.0
4482772	2.0
1852712	3.0
4434179	2.0
273867	2.0
315567	1.0
211918	2.0
315563	5.0
653317	2.0
2658745	1.0
2658744	3.0
587689	2.0
587681	2.0
694265	6.0
525429	6.0
4362809	4.0
4362806	7.0
694269	2.0
694268	2.0
1711	1.0
319908	5.0
353149	1.0
4326709	4.0
4326708	2.0
1719	2.0
1718	2.0
319900	7.0
3943183	4.0
3943186	1.0
864496	1.0
179679	3.0
626559	5.0
3244896	5.0
414634	3.0
243983	1.0
4415303	2.0
1124034	3.0
246006	5.0
246002	7.0
246000	3.0
830560	2.0
17976	6.0
207133	3.0
3267277	7.0
1133837	2.0
837522	1.0
4432796	6.0
337773	5.0
114221	3.0
577251	1.0
672222	2.0
672225	2.0
556142	2.0
584337	3.0
584331	6.0
3467750	7.0
4337172	4.0
363337	1.0
556144	1.0
542581	7.0
135161	2.0
2020087	2.0
3471198	2.0
803050	2.0
256400	5.0
415943	3.0
256408	2.0
290318	3.0
82144	2.0
886735	4.0
626495	3.0
777254	3.0
2753316	2.0
270180	2.0
777253	2.0
305329	1.0
4323661	4.0
2217346	4.0
3312256	1.0
3312255	1.0
3312254	1.0
3312252	2.0
3312251	2.0
898611	4.0
4436944	2.0
4339681	3.0
397840	2.0
731480	4.0
532125	2.0
1137031	5.0
835005	2.0
328380	1.0
248716	1.0
1082804	5.0
1133769	9.0
786223	2.0
616151	12.0
81494	3.0
305714	2.0
2414277	4.0
1642476	6.0
261240	4.0
423327	3.0
305880	1.0
4295385	1.0
765602	3.0
128171	3.0
633828	2.0
4147969	2.0
607894	2.0
4147966	1.0
4147965	1.0
519907	1.0
1126288	2.0
519902	2.0
4456185	10.0
4456187	5.0
4206936	2.0
290963	4.0
174285	3.0
921	1.0
113500	2.0
113502	1.0
538952	4.0
190188	3.0
538956	3.0
190185	1.0
831098	4.0
112670	3.0
190183	1.0
153306	2.0
153307	3.0
637253	4.0
153308	2.0
4400924	3.0
4400926	10.0
260115	2.0
1105314	2.0
278544	3.0
148662	4.0
278543	2.0
2881877	1.0
1127594	3.0
4465497	3.0
2222275	1.0
4465496	2.0
186640	4.0
196754	1.0
196753	4.0
301719	2.0
4461409	2.0
2455488	4.0
301715	4.0
301717	2.0
528722	4.0
265891	2.0
528725	4.0
4378679	3.0
157979	12.0
529096	3.0
157970	6.0
157972	6.0
331786	3.0
331782	3.0
331783	2.0
4397937	2.0
4397935	3.0
4397932	3.0
4397939	3.0
149537	3.0
149532	3.0
149530	3.0
1046408	4.0
1122008	2.0
591709	1.0
194986	4.0
145959	1.0
899734	2.0
187112	1.0
136141	2.0
136143	10.0
546240	2.0
359020	1.0
1108274	2.0
1108275	2.0
1108270	3.0
4335152	5.0
4410945	3.0
4477559	4.0
4453465	2.0
4477552	3.0
4477551	8.0
4453466	3.0
28607	3.0
139607	5.0
2992312	1.0
537810	3.0
537812	2.0
139608	2.0
3750373	1.0
562356	2.0
220252	3.0
220251	3.0
2429995	5.0
23919	9.0
526682	3.0
2678325	2.0
214815	2.0
4383142	5.0
326539	6.0
509776	2.0
146638	3.0
772277	1.0
509773	5.0
550326	3.0
550320	2.0
139265	2.0
139268	4.0
4421228	3.0
680824	2.0
1522003	3.0
929667	2.0
789411	2.0
4451432	2.0
4451433	2.0
350513	3.0
4399721	9.0
4399723	4.0
4399722	4.0
362854	2.0
231952	4.0
231957	9.0
563009	3.0
13233	2.0
4422133	2.0
227701	1.0
4422131	2.0
4422130	2.0
3906666	4.0
4332645	1.0
2144331	2.0
342229	3.0
342221	5.0
342223	3.0
147946	3.0
147940	3.0
583165	3.0
4352219	3.0
203057	1.0
138133	9.0
727462	2.0
13236	2.0
159688	2.0
694713	4.0
1115991	2.0
864304	2.0
4338435	2.0
517082	2.0
517087	1.0
4372434	2.0
808707	1.0
808706	2.0
3450453	1.0
178839	8.0
3450454	1.0
108408	9.0
576239	5.0
108405	7.0
38002	3.0
4382696	2.0
522398	4.0
823641	5.0
823648	2.0
830606	3.0
830605	9.0
205848	4.0
205846	3.0
811017	2.0
819261	3.0
993307	1.0
811019	3.0
819267	2.0
783604	2.0
109756	4.0
109753	4.0
647472	2.0
983374	2.0
983373	2.0
206574	4.0
206578	4.0
40667	3.0
4432002	3.0
4432003	4.0
4432000	3.0
4432001	3.0
576056	3.0
576054	2.0
19494	2.0
576059	1.0
831559	3.0
4418197	2.0
4418192	2.0
4418199	2.0
1144079	5.0
880506	7.0
4437566	9.0
4437560	2.0
4458339	3.0
784373	1.0
100065	2.0
100064	3.0
701818	10.0
716523	3.0
720789	6.0
4308147	4.0
305268	4.0
823826	3.0
1109815	2.0
305261	4.0
1109817	2.0
4476936	6.0
3484135	2.0
2330122	2.0
86606	3.0
4476938	3.0
172675	1.0
4320003	4.0
322972	2.0
322970	1.0
3409375	3.0
322976	4.0
3409376	1.0
618330	1.0
323621	1.0
323625	4.0
806886	2.0
514744	4.0
806883	3.0
549582	2.0
137538	2.0
244702	1.0
4314508	3.0
4314509	6.0
702544	1.0
702549	2.0
254356	2.0
4314506	6.0
4314507	6.0
4348258	7.0
619893	6.0
255086	1.0
255087	2.0
1128477	2.0
780323	9.0
325281	2.0
325289	3.0
719874	11.0
719879	3.0
544287	2.0
1105016	5.0
833174	6.0
833179	1.0
4468989	2.0
296811	2.0
4469242	5.0
587725	2.0
162249	1.0
238803	1.0
576805	3.0
576808	2.0
4438648	2.0
4438646	4.0
4438647	2.0
664948	4.0
341823	5.0
341821	3.0
3942776	2.0
322380	5.0
1135751	3.0
1104766	2.0
804621	3.0
558943	2.0
114383	2.0
114382	1.0
1781230	2.0
192255	5.0
190035	3.0
114389	2.0
192258	4.0
354908	2.0
234654	3.0
998966	6.0
2621271	3.0
324901	3.0
575576	2.0
4444657	2.0
567399	2.0
3162997	3.0
289709	7.0
834257	2.0
4333750	2.0
289706	4.0
4333751	1.0
542429	1.0
542428	2.0
292228	1.0
533159	3.0
4377150	3.0
292222	10.0
542423	2.0
533150	2.0
353631	4.0
237550	3.0
353632	1.0
580844	2.0
828934	2.0
151807	2.0
151804	5.0
262433	2.0
262432	2.0
262435	2.0
505670	7.0
2568887	1.0
633989	3.0
4455554	2.0
215615	3.0
64506	6.0
817888	10.0
266223	4.0
266224	1.0
560624	2.0
266229	3.0
251641	5.0
293578	4.0
962010	5.0
100425	2.0
532681	4.0
293575	4.0
1079708	5.0
191131	3.0
290880	4.0
13440	5.0
2892294	5.0
261165	1.0
4440085	3.0
261161	4.0
152545	1.0
261168	1.0
81557	2.0
2848150	3.0
3641910	3.0
4358381	2.0
3164102	1.0
4352988	3.0
341019	3.0
22962	2.0
4358389	2.0
2883964	4.0
199707	3.0
199701	4.0
199702	4.0
3979725	3.0
198071	1.0
190663	3.0
609111	2.0
190669	3.0
799521	1.0
408468	2.0
4434862	2.0
637355	2.0
637350	3.0
4159044	1.0
4447539	1.0
1123135	6.0
1054977	4.0
565709	3.0
4484106	2.0
996116	2.0
4484105	3.0
900971	5.0
900973	3.0
144922	2.0
144924	1.0
91177	2.0
1024911	2.0
4313071	2.0
4313070	7.0
337434	2.0
337436	1.0
264482	1.0
264489	3.0
4409569	2.0
1823053	5.0
29056	5.0
216576	2.0
812253	3.0
1701833	1.0
308778	1.0
759652	2.0
4483457	2.0
177414	3.0
4483458	2.0
527512	2.0
288026	6.0
2810838	2.0
288029	2.0
4432429	1.0
561706	1.0
2339949	1.0
336745	2.0
326675	1.0
336747	4.0
326673	5.0
702722	2.0
3408594	4.0
4307839	2.0
4302400	2.0
4432423	8.0
117823	1.0
551793	4.0
551791	2.0
813120	2.0
813122	3.0
197397	1.0
197393	2.0
197398	10.0
53447	2.0
3436277	3.0
646622	4.0
646621	1.0
3106031	1.0
2969190	1.0
327104	3.0
327106	3.0
4414274	6.0
959590	2.0
220352	3.0
220353	2.0
220351	4.0
165527	3.0
220359	2.0
1118331	3.0
837879	2.0
4333416	3.0
4333415	2.0
837876	5.0
406857	1.0
4446	5.0
582110	2.0
1054141	5.0
318063	3.0
41280	2.0
41281	4.0
41287	4.0
4304717	3.0
69009	2.0
218250	2.0
589494	2.0
218252	5.0
218253	2.0
218254	10.0
218257	3.0
865778	4.0
514230	4.0
205568	1.0
626182	2.0
204219	2.0
407215	5.0
71214	4.0
269873	3.0
71213	2.0
4407979	10.0
743075	5.0
4435676	3.0
4349059	2.0
175836	3.0
3534735	3.0
2447176	2.0
667559	3.0
4438330	1.0
820830	2.0
820837	8.0
2961407	4.0
84551	2.0
4061593	3.0
4330994	2.0
811192	2.0
178977	4.0
178972	5.0
178970	3.0
4361963	3.0
4361967	2.0
168671	1.0
794020	3.0
316685	4.0
168673	2.0
814613	2.0
1797847	3.0
566396	3.0
3511560	3.0
4322508	3.0
13912	10.0
13910	10.0
208847	4.0
208843	4.0
4386579	2.0
1073352	1.0
195828	2.0
4387376	1.0
3567497	2.0
361264	2.0
256834	6.0
256835	5.0
4387379	2.0
512902	4.0
103219	3.0
127549	3.0
103211	2.0
103214	3.0
127545	4.0
1137749	3.0
304472	3.0
304473	3.0
154693	1.0
304479	3.0
2442498	9.0
12564	3.0
828489	3.0
314868	4.0
828483	2.0
4443754	4.0
173060	2.0
1693982	2.0
4427546	3.0
4313781	3.0
4375889	4.0
4387627	7.0
4375887	4.0
4375883	2.0
4475998	3.0
322835	6.0
349960	3.0
276402	3.0
352992	3.0
657181	10.0
195427	3.0
195429	1.0
4362609	3.0
805492	2.0
559353	3.0
559352	2.0
559356	2.0
4371640	5.0
4371645	5.0
100744	4.0
539735	3.0
63774	2.0
63775	2.0
63776	2.0
63770	2.0
63771	2.0
63772	2.0
1130328	2.0
10672	2.0
10677	2.0
737912	1.0
1971819	6.0
1135173	3.0
4434215	3.0
7976	2.0
583557	3.0
12297	1.0
236506	4.0
12294	1.0
176850	1.0
4295778	2.0
215181	2.0
4295775	4.0
4295777	4.0
4295776	2.0
4295771	4.0
4295770	4.0
4295773	3.0
362108	1.0
362103	3.0
1077496	3.0
4472671	2.0
158448	2.0
4422826	2.0
158440	4.0
574514	2.0
786894	4.0
851630	4.0
786890	3.0
851634	4.0
1131498	3.0
11985	5.0
4315025	4.0
90198	2.0
1133433	3.0
227409	3.0
565274	5.0
844375	5.0
544125	5.0
2788932	2.0
4308416	2.0
4357279	6.0
4473101	2.0
4473103	1.0
156308	9.0
158192	3.0
542985	2.0
2585229	2.0
280584	4.0
529780	4.0
543633	3.0
389746	5.0
193008	6.0
4296458	10.0
3090117	5.0
355974	2.0
4296451	6.0
193004	4.0
193006	4.0
4397500	5.0
737067	2.0
4453839	3.0
4319630	4.0
1064981	5.0
3603504	2.0
268968	3.0
150858	4.0
3086260	3.0
150851	2.0
268962	4.0
268964	1.0
1135493	3.0
92131	5.0
545299	7.0
119396	2.0
545290	2.0
145508	3.0
178785	3.0
178787	3.0
2791068	2.0
829942	2.0
348780	2.0
835771	6.0
818186	8.0
571797	2.0
217132	3.0
4297324	2.0
214445	5.0
3028273	3.0
4300883	5.0
250414	8.0
1147350	2.0
4444759	5.0
4408559	2.0
4408558	4.0
353688	1.0
197807	2.0
145645	3.0
2340596	2.0
4450711	5.0
3152260	3.0
2340593	2.0
75371	6.0
209244	12.0
209248	2.0
165896	2.0
1070584	5.0
4440127	3.0
4328163	2.0
1146003	2.0
1133048	2.0
3956457	2.0
534978	4.0
102879	4.0
4455298	2.0
751897	1.0
3700979	2.0
560981	1.0
